epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.8107143044471741,0.5099836587905884,0.8964285850524902,0.2796160578727722,2.9999999242136255e-05
2,0.8684874176979065,0.33241668343544006,0.9035714268684387,0.25286969542503357,2.9999999242136255e-05
3,0.9008403420448303,0.26689454913139343,0.9119047522544861,0.22747880220413208,2.9999999242136255e-05
4,0.9216386675834656,0.21123509109020233,0.9238095283508301,0.19979140162467957,2.9999999242136255e-05
5,0.9296218752861023,0.19413769245147705,0.9309523701667786,0.18673330545425415,2.9999999242136255e-05
6,0.9384453892707825,0.16450373828411102,0.938095211982727,0.17294180393218994,2.9999999242136255e-05
7,0.9434874057769775,0.15292134881019592,0.938095211982727,0.16510458290576935,2.9999999242136255e-05
8,0.952521026134491,0.1327502727508545,0.9452381134033203,0.15731613337993622,2.9999999242136255e-05
